"Product Name",Category,age_range,purchase_count,profit
"Fabrikam Microwave 0.8CuFt E0800 Black","Home Appliances",41-50,3,139.68
"SV DVD 9-Inch Player Portable M300 Black","Music, Movies and Audio Books",41-50,37,3075.5
"SV DVD 12-Inch Player Portable M400 Black","Music, Movies and Audio Books",41-50,50,4765.65
"WWI 1GB Pulse Smart pen E50 Silver",Audio,41-50,41,2786.04
"Adventure Works Laptop15 M1501 Silver",Computers,41-50,3,1377.94
"The Phone Company PDA Phone Unlocked 3.5 inches M530 Black","Cell phones",41-50,24,3412.28
"Contoso Ultraportable Neoprene Sleeve E30 Black",Computers,41-50,8,56.51
"WWI 2GB Pulse Smart pen M100 White",Audio,41-50,64,6902.32
"Contoso 16GB Mp5 Player M1600 Black",Audio,41-50,18,1903.23
"Contoso Battery charger - bike E200 Black",Computers,41-50,1,9.75
"SV DVD 58 DVD Storage Binder M55 Black","Music, Movies and Audio Books",41-50,55,428.85
"Contoso ADSL Modem Splitter/Filter X 3 E300 Grey",Computers,41-50,1,25.93
"Contoso DVD 55DVD Storage Binder M56 Black","Music, Movies and Audio Books",41-50,67,444.54
"MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135","Games and Toys",41-50,10,234.35
"NT Wireless Transmitter and Bluetooth Headphones M150 Silver",Audio,41-50,46,5038.91
"A. Datum Rangefinder Digital Camera X200 Black","Cameras and camcorders",41-50,5,890.32
"Fabrikam Budget Moviemaker 1'' 25mm E400 Grey","Cameras and camcorders",41-50,8,1654.8
"MGS Age of Empires II Gold Edition E122","Games and Toys",41-50,30,941.32
"Proseware Slim-Design Fax Machine with Answering System X180 Grey",Computers,41-50,15,2367.15
"WWI Desktop PC1.60 E1600 Silver",Computers,41-50,84,9404.65
"SV Car Video TFT6.2W E6280 Silver","TV and Video",41-50,3,549.42
"The Phone Company PDA Palm 3.7 inch M830 Silver","Cell phones",41-50,5,889.66
"MGS Rise of Nations E112","Games and Toys",41-50,20,318.33
"Contoso Water Heater 4.0GPM M1250 Silver","Home Appliances",41-50,37,15530.54
"WWI LCD24 X300 White",Computers,41-50,15,10027.69
"NT Wireless Bluetooth Stereo Headphones E302 Black",Audio,41-50,43,988.6
"WWI Projector 720p LCD56 Silver",Computers,41-50,9,3963.1
"MGS Rise of Nations: Thrones and Patriots M320","Games and Toys",41-50,12,603.36
"SV DVD External DVD Burner M200 Blue","Music, Movies and Audio Books",41-50,55,1752.94
"Contoso DVD Recorder L200 Black","Music, Movies and Audio Books",41-50,78,11314.98
"WWI 4GB Video Recording Pen X200 Pink",Audio,41-50,28,5948.89
"WWI Stereo Bluetooth Headphones E1000 Black",Audio,41-50,67,2226.26
"Adventure Works Coffee Maker 5C E090 White","Home Appliances",41-50,16,1283.67
"Adventure Works Coffee Maker Auto 5C E090 Grey","Home Appliances",41-50,5,484.83
"Contoso 16GB Mp5 Player M1600 White",Audio,41-50,5,573.01
"The Phone Company Microsoft Windows Mobile M200 Pink","Cell phones",41-50,22,2645.1
"The Phone Company PDA Palm 3.7 inch M830 Black","Cell phones",41-50,13,2105.12
"Contoso DVD 48 DVD Storage Binder M50 Red","Music, Movies and Audio Books",41-50,54,557.22
"Contoso DVD 55DVD Storage Binder M56 Silver","Music, Movies and Audio Books",41-50,51,330.47
"SV DVD 55DVD Storage Binder M56 Black","Music, Movies and Audio Books",41-50,62,404.27
"Litware Washer & Dryer 24in M260 Silver","Home Appliances",41-50,1,1230.11
"Contoso 32GB Video MP3 Player M3200 White",Audio,41-50,12,2173.54
"SV DVD 9-Inch Player Portable M300 White","Music, Movies and Audio Books",41-50,71,6130.19
"NT Wireless Transmitter and Bluetooth Headphones M150 Red",Audio,41-50,48,5167.21
"NT Bluetooth Stereo Headphones E52 Pink",Audio,41-50,50,612.87
"SV Car Video AM/FM E1000 Black","TV and Video",41-50,10,1072.37
"Contoso Phone with Memory Dialing-2 lines E90 White","Cell phones",41-50,17,150.08
"WWI Desktop PC1.80 E1801 Black",Computers,41-50,91,12148.1
"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey",Computers,41-50,4,413.62
"MGS Halo 2 for Windows Vista 2009 E130","Games and Toys",41-50,8,160.89
"Proseware LCD20 M200 Black",Computers,41-50,2,248.53
"Contoso DVD 9-Inch Player Portable M300 White","Music, Movies and Audio Books",41-50,27,2165.8
"Contoso Lens Adapter M450 White","Cameras and camcorders",41-50,2,79.18
"Contoso DVD 9-Inch Player Portable M300 Black","Music, Movies and Audio Books",41-50,50,4156.85
"The Phone Company PDA Handheld 3.5 inch M610 White","Cell phones",41-50,10,1304.25
"The Phone Company Smart phones 4 GB of Memory M300 Pink","Cell phones",41-50,23,2852.64
"The Phone Company PDA Wifi 3.7-inch M250 White","Cell phones",41-50,13,1950.29
"MGS MechWarrior 4 Mach Packs X100","Games and Toys",41-50,23,1480.02
"Fabrikam Social Videographer 1/3'' 8.5mm E200 Black","Cameras and camcorders",41-50,2,123.67
"Contoso Macro Zoom Lens X300 Black","Cameras and camcorders",41-50,10,2287.03
"WWI Wireless Bluetooth Stereo Headphones M270 Pink",Audio,41-50,22,1404.12
"Contoso Phone Tough Skin Case E140 White","Cell phones",41-50,24,268.88
"WWI 1GB Digital Voice Recorder Pen E100 Pink",Audio,41-50,49,3914.02
"Fabrikam SLR Camera X149 Pink","Cameras and camcorders",41-50,6,2266.77
"Contoso Touch Stylus Pen E150 White","Cell phones",41-50,20,88.23
"SV Hand Games for kids E30 Yellow","Games and Toys",41-50,54,148.52
"Adventure Works LCD22 M200 Black",Computers,41-50,7,2720.88
"The Phone Company Sharp Touch Screen Phones M910 Gold","Cell phones",41-50,33,5349.86
"Contoso Lens Cap Keeper E314 White","Cameras and camcorders",41-50,2,6.82
"The Phone Company PDA Phone Unlocked 3.7 inches M510 Black","Cell phones",41-50,13,1773
"SV Hand Games for Office worker L28 Yellow","Games and Toys",41-50,23,270.2
"Adventure Works Desktop PC2.30 MD230 White",Computers,41-50,75,25078.23
"Contoso DVD Player M100 Black","Music, Movies and Audio Books",41-50,87,2791.97
"The Phone Company Smart phones Unlocked M300 Black","Cell phones",41-50,8,1176.75
"Fabrikam Microwave 1.6CuFt M1250 Silver","Home Appliances",41-50,16,1861.21
"MGS Hand Games for kids E300 Black","Games and Toys",41-50,61,165.87
"Contoso Water Heater 2.6GPM E0900 Green","Home Appliances",41-50,26,6654.49
"SV Hand Games for 12-16 boys E60 Black","Games and Toys",41-50,39,91.69
"Contoso Travel Charger for S-Series Battery E302 White","Cameras and camcorders",41-50,9,319.7
"SV Hand Games for kids E30 Silver","Games and Toys",41-50,36,97.64
"Contoso SLR Camera 35" X358 Gold","Cameras and camcorders",41-50,23,10040.43
"Contoso DVD 15-Inch Player Portable L200 Silver","Music, Movies and Audio Books",41-50,56,11370.69
"Fabrikam Business Videographer 1'' 25mm M600 White","Cameras and camcorders",41-50,2,1152.72
"Contoso Water Heater 1.5GPM E0800 Green","Home Appliances",41-50,20,2505.47
"Fabrikam Microwave 0.9CuFt E0900 White","Home Appliances",41-50,11,560.7
"A. Datum Super-zoom Digital Camera X300 Azure","Cameras and camcorders",41-50,10,2487.43
"Contoso Home Theater System 4.1 Channel M1410 Brown","TV and Video",41-50,7,1228.3
"The Phone Company PDA Phone 3.5 inches M320 Silver","Cell phones",41-50,4,646
"Contoso Digital Camera/Camcorder USB Cable E324 Black","Cameras and camcorders",41-50,9,117.84
"WWI Wireless Transmitter and Bluetooth Headphones X250 Red",Audio,41-50,42,6724.6
"Contoso DVD 38 DVD Storage Binder E25 Red","Music, Movies and Audio Books",41-50,56,265.16
"Proseware Laser Fax Printer E100 Grey",Computers,41-50,9,421.52
"A. Datum All in One Digital Camera M200 Silver","Cameras and camcorders",41-50,12,1264.21
"Litware Microwave 1.6CuFt M125 Grey","Home Appliances",41-50,14,1464.5
"Contoso Water Heater 7.2GPM X1800 White","Home Appliances",41-50,37,42457.45
"WWI 4GB Video Recording Pen X200 Yellow",Audio,41-50,52,10400.19
"NT Bluetooth Stereo Headphones E52 Yellow",Audio,41-50,46,651.97
"WWI Desktop PC2.30 M2300 White",Computers,41-50,63,19157.79
"WWI Stereo Bluetooth Headphones E1000 Green",Audio,41-50,17,605.25
"Contoso Water Heater 4.3GPM M1250 Grey","Home Appliances",41-50,66,29490.98
"Contoso Water Heater 1.5GPM E0800 Silver","Home Appliances",41-50,12,1675.47
"Proseware Screen 85in E1010 Silver",Computers,41-50,8,662.43
"Proseware Air conditioner 7000BTU E260 White","Home Appliances",41-50,17,2422.24
"WWI 2GB Spy Video Recorder Pen M300 Blue",Audio,41-50,67,6517.54
"A. Datum Rangefinder Digital Camera X200 Azure","Cameras and camcorders",41-50,14,1884.29
"WWI Screen 113in M1610 Black",Computers,41-50,5,1387.98
"Contoso 4GB Portable MP3 Player M450 Black",Audio,41-50,13,646.67
"SV 16xDVD M320 Silver","TV and Video",41-50,35,2017.45
"Adventure Works Desktop PC1.80 ED180 Silver",Computers,41-50,94,17083.61
"SV Hand Games women M40 Yellow","Games and Toys",41-50,46,213.73
"Fabrikam Microwave 1.0CuFt E1100 Red","Home Appliances",41-50,19,1315.99
"Contoso USB Optical Mouse E200 White",Computers,41-50,1,6.92
"Contoso Water Heater 2.6GPM E0900 Red","Home Appliances",41-50,12,2798.08
"Fabrikam Independent filmmaker 1/2'' 3mm X300 White","Cameras and camcorders",41-50,11,10844.12
"WWI LCD19W M100 White",Computers,41-50,4,354.16
"Contoso Water Heater 1.5GPM E0800 White","Home Appliances",41-50,43,5663.68
"SV DVD 12-Inch Player Portable M400 White","Music, Movies and Audio Books",41-50,70,6635.87
"WWI 2GB Spy Video Recorder Pen M300 Purple",Audio,41-50,54,5137.38
"WWI 4GB Video Recording Pen X200 Red",Audio,41-50,58,11706.37
"WWI Wireless Bluetooth Stereo Headphones M170 Pink",Audio,41-50,51,3322.08
"Proseware LCD24 X300 Black",Computers,41-50,19,10270.63
"SV Hand Games men M30 Yellow","Games and Toys",41-50,22,71.8
"Proseware Screen 125in X1609 Black",Computers,41-50,1,278.87
"Proseware Ink Jet Wireless All-In-One Printer M400 Black",Computers,41-50,7,435.57
"Adventure Works 20" Analog CRT TV E45 White","TV and Video",41-50,11,1015.85
"MGS Fable: The Lost Chapters E107","Games and Toys",41-50,27,725.69
"WWI LCD20W M250 White",Computers,41-50,17,2648.39
"A. Datum SLR Camera 35" M358 Pink","Cameras and camcorders",41-50,16,2598.77
"SV DVD Recorder L200 Black","Music, Movies and Audio Books",41-50,50,7537.14
"SV Hand Games men M30 Silver","Games and Toys",41-50,26,95.83
"Adventure Works 26" 720p LCD HDTV M140 Black","TV and Video",41-50,28,7576.81
"WWI Desktop PC1.80 E1800 White",Computers,41-50,136,14677.04
"SV DVD Player M120 White","Music, Movies and Audio Books",41-50,63,2115.05
"Contoso 32GB Video MP3 Player M3200 Pink",Audio,41-50,24,4356.51
"SV Car Video TFT7 M7002 Black","TV and Video",41-50,3,430.12
"Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black","Cameras and camcorders",41-50,4,1106.02
"Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey","Cameras and camcorders",41-50,6,3817.65
"WWI Wireless Transmitter and Bluetooth Headphones X250 Silver",Audio,41-50,52,9461.26
"Proseware LCD17W E202 White",Computers,41-50,8,464.63
"SV DVD Movies E100 Yellow","Music, Movies and Audio Books",41-50,40,246.39
"Adventure Works 32" LCD HDTV M130 Brown","TV and Video",41-50,25,6688.93
"Adventure Works Desktop PC2.33 XD233 Black",Computers,41-50,74,45092.14
"SV Hand Games women M40 Silver","Games and Toys",41-50,38,168.21
"WWI Stereo Bluetooth Headphones E1000 Silver",Audio,41-50,53,1681.82
"SV DVD 14-Inch Player Portable L100 Silver","Music, Movies and Audio Books",41-50,89,15568.28
"Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White","Cameras and camcorders",41-50,7,2108.45
"Contoso Coffee Maker Super-Auto 12C X1250 Grey","Home Appliances",41-50,6,6077.64
"SV Hand Games for students E40 Silver","Games and Toys",41-50,47,155.42
"Contoso Water Heater 2.6GPM E0900 Grey","Home Appliances",41-50,15,3620.85
"Adventure Works 15.6" LCD TV M130W White","TV and Video",41-50,13,1950.66
"MGS Hand Games for students E400 Yellow","Games and Toys",41-50,34,114.59
"SV DVD Player M100 Black","Music, Movies and Audio Books",41-50,37,1153.96
"Fabrikam Social Videographer 2/3" 17mm E100 Orange","Cameras and camcorders",41-50,5,304.15
"The Phone Company Touch Screen Phones SAW/Built-in M801 Gold","Cell phones",41-50,47,7473.3
"Contoso SLR Camera M146 Orange","Cameras and camcorders",41-50,15,2262.25
"WWI Laptop15 M0150 Blue",Computers,41-50,8,2367.15
"A. Datum Consumer Digital Camera M300 Orange","Cameras and camcorders",41-50,8,705.76
"SV DVD 9-Inch Player Portable M300 Silver","Music, Movies and Audio Books",41-50,41,3521.77
"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","Cell phones",41-50,30,4217.9
"WWI LCD19 E107 White",Computers,41-50,7,579.83
"Fabrikam Social Videographer 1'' 25mm E400 Grey","Cameras and camcorders",41-50,8,510.49
"Fabrikam Trendsetter 1'' 25mm X400 Grey","Cameras and camcorders",41-50,6,3876.67
"Contoso 4-Line Corded Cordless Telephone M203 Black","Cell phones",41-50,10,166.93
"Contoso Coffee Maker 12C M1000 Silver","Home Appliances",41-50,10,3079.61
"WWI Desktop PC2.30 M2300 Black",Computers,41-50,77,21457.46
"MGS Zoo Tycoon Marine Mania 2009 E160","Games and Toys",41-50,7,93.9
"SV 8xDVD E140 Silver","TV and Video",41-50,14,513.59
"Litware Microwave 2.2CuFt M125 Blue","Home Appliances",41-50,17,1711.41
"Litware Home Theater System 5.1 Channel M513 Silver","TV and Video",41-50,8,2295.72
"Fabrikam Refrigerator 24.7CuFt X9800 Blue","Home Appliances",41-50,9,17298.76
"Adventure Works Laptop19W X1980 White",Computers,41-50,20,15701.52
"WWI Desktop PC2.33 X2330 Silver",Computers,41-50,76,44640.7
"MGS Flight Simulator X Acceleration Expansion Pack 2009 E128","Games and Toys",41-50,27,455.93
"MGS Age of Empires 2008new M420","Games and Toys",41-50,25,669.42
"The Phone Company PDA Wifi 4.7-inch L290 White","Cell phones",41-50,18,3986.07
"Litware Refrigerator 24.7CuFt X980 Grey","Home Appliances",41-50,9,21453.33
"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold","Cell phones",41-50,31,4435.62
"The Phone Company Touch Screen Phones 26-2.2" M200 Grey","Cell phones",41-50,48,5207.01
"SV 16xDVD M300 Black","TV and Video",41-50,13,734.5
"A. Datum Bridge Digital Camera M300 Orange","Cameras and camcorders",41-50,15,1525.75
"Litware Microwave 0.9CuFt E090 White","Home Appliances",41-50,19,903.3
"SV DVD 7-Inch Player Portable E200 Black","Music, Movies and Audio Books",41-50,48,2435.68
"Contoso Water Heater 4.3GPM M1250 Silver","Home Appliances",41-50,26,12887.62
"WWI LCD24W X300 Black",Computers,41-50,19,11363.95
"WWI 2GB Spy Video Recorder Pen M300 Black",Audio,41-50,30,3196.18
"Contoso Water Heater 7.2GPM X1800 Grey","Home Appliances",41-50,32,29246.46
"Adventure Works 20" LCD HDTV M120 Silver","TV and Video",41-50,14,2502.78
"SV Hand Games women M40 Black","Games and Toys",41-50,37,183.53
"SV DVD 60 DVD Storage Binder L20 Silver","Music, Movies and Audio Books",41-50,55,826.65
"NT Wireless Bluetooth Stereo Headphones E302 Silver",Audio,41-50,27,574.74
"SV DVD External DVD Burner M200 Silver","Music, Movies and Audio Books",41-50,19,561.15
"Adventure Works Desktop PC1.80 ED180 Black",Computers,41-50,52,9388.36
"Adventure Works Desktop PC1.80 ED182 Brown",Computers,41-50,47,11699.36
"WWI Wireless Bluetooth Stereo Headphones M170 White",Audio,41-50,36,2260.16
"The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver","Cell phones",41-50,23,3533.5
"Proseware LCD15 E103 Black",Computers,41-50,13,560.83
"Contoso Microwave 0.9CuFt E0090 Red","Home Appliances",41-50,11,518.41
"MGS Zoo Tycoon 2: Marine Mania Expansion Pack M270","Games and Toys",41-50,13,519.96
"WWI Desktop PC2.30 M2300 Silver",Computers,41-50,61,18774.12
"Contoso Screen 80in E080 Silver",Computers,41-50,4,213.72
"Adventure Works 19" Color Digital TV E35 Brown","TV and Video",41-50,24,1643.23
"WWI 4GB Video Recording Pen X200 Black",Audio,41-50,58,11054.01
"Fabrikam SLR Camera X148 Gold","Cameras and camcorders",41-50,18,7497.22
"SV 4GB Laptop Memory M65 Blue",Computers,41-50,1,42.67
"SV 512MB Laptop memory E800 Yellow",Computers,41-50,13,216.58
"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey","Cell phones",41-50,41,5606.79
"The Phone Company PDA Handheld 3.5 inch M610 Silver","Cell phones",41-50,20,2644.51
"Fabrikam SLR Camera M149 Blue","Cameras and camcorders",41-50,28,4094.47
"MGS Hand Games for 12-16 boys E600 Silver","Games and Toys",41-50,27,74.07
"Proseware Scan Jet Digital Flat Bed Scanner M300 White",Computers,41-50,10,609.5
"Contoso 4-Line Expandable Cordless Phone System M900 White","Cell phones",41-50,10,118.8
"Contoso DVD 38 DVD Storage Binder E25 Silver","Music, Movies and Audio Books",41-50,63,307.35
"Adventure Works 52" LCD HDTV X590 Silver","TV and Video",41-50,12,20072.74
"MGS Hand Games women M400 Red","Games and Toys",41-50,50,243.02
"Contoso Water Heater 1.5GPM E0800 Blue","Home Appliances",41-50,34,4334.21
"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey","Cameras and camcorders",41-50,17,5428.34
"Fabrikam Coffee Maker Super-Auto 12C X125 Black","Home Appliances",41-50,5,5397.55
"The Phone Company Touch Screen Phones Infrared M901 Grey","Cell phones",41-50,42,7014.65
"Fabrikam Microwave 1.5CuFt X1100 White","Home Appliances",41-50,17,7612.36
"Fabrikam Trendsetter 1/3'' 8.5mm X200 Black","Cameras and camcorders",41-50,21,14602.56
"SV Hand Games for kids E30 Red","Games and Toys",41-50,53,136.55
"The Phone Company Touch Screen Phone 1600 TFT-1.4" L250 Black","Cell phones",41-50,20,8317.01
"Fabrikam Home and Vacation Moviemaker 1/2" 3mm M300 Orange","Cameras and camcorders",41-50,1,305.72
"NT Bluetooth Active Headphones E202 White",Audio,41-50,71,1440.88
"Contoso Smart Battery M901 Blue",Computers,41-50,4,31.57
"Contoso Digital Camera/Camcorder USB Cable E324 White","Cameras and camcorders",41-50,26,375.54
"SV DVD 55DVD Storage Binder M56 Silver","Music, Movies and Audio Books",41-50,47,315.6
"SV Car Video LCD7W M7081 Silver","TV and Video",41-50,20,4906.42
"The Phone Company Touch Screen Phones Infrared M901 Gold","Cell phones",41-50,68,10464.22
"Contoso 2G MP3 Player E200 Black",Audio,41-50,6,63.42
"Adventure Works 19" Portable LCD HDTV M110 Black","TV and Video",41-50,20,2928.66
"Adventure Works 19" Color Digital TV E35 White","TV and Video",41-50,17,1315.3
"SV DVD 7-Inch Player Portable E200 Silver","Music, Movies and Audio Books",41-50,43,2199.13
"Contoso DVD 55DVD Storage Binder M56 Red","Music, Movies and Audio Books",41-50,45,307.69
"SV DVD Player M130 Grey","Music, Movies and Audio Books",41-50,43,1327.28
"Fabrikam SLR Camera 35" M358 Silver","Cameras and camcorders",41-50,10,1736.24
"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey","Cell phones",41-50,33,4512.76
"WWI Screen 125in M1611 Silver",Computers,41-50,4,1418.52
"Adventure Works 19" Color Digital TV E35 Silver","TV and Video",41-50,24,1726.23
"MGS Rise of Nations: Thrones and Patriots2009 E145","Games and Toys",41-50,19,373.79
"Adventure Works 13" Color TV E25 Black","TV and Video",41-50,16,880.24
"MGS Age of Mythology: Gold Edition 2009 E144","Games and Toys",41-50,20,382.56
"Adventure Works 52" LCD HDTV X590 Black","TV and Video",41-50,26,44710.09
"Litware Microwave 0.8CuFt E080 Silver","Home Appliances",41-50,10,422.7
"Fabrikam Microwave 1.5CuFt X1100 Grey","Home Appliances",41-50,14,6525.07
"WWI 2GB Spy Video Recorder Pen M300 Silver",Audio,41-50,44,4349.7
"SV DVD 60 DVD Storage Binder L20 Black","Music, Movies and Audio Books",41-50,31,450.6
"SV Hand Games for 12-16 boys E60 Yellow","Games and Toys",41-50,17,41.48
"Litware Washer & Dryer 27in L420 White","Home Appliances",41-50,9,20600.54
"SV 22xDVD M600 Silver","TV and Video",41-50,17,1476.62
"Adventure Works 40" LCD HDTV M690 White","TV and Video",41-50,11,8378.52
"WWI Projector 480p LCD12 Silver",Computers,41-50,4,449
"Fabrikam Microwave 1.0CuFt E1100 Black","Home Appliances",41-50,9,593.23
"Adventure Works Desktop PC1.80 ED182 Black",Computers,41-50,62,14667.41
"Adventure Works Desktop PC1.60 ED160 Brown",Computers,41-50,73,9313.97
"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White","Cameras and camcorders",41-50,3,791.47
"Adventure Works 15.6" LCD TV M130W Brown","TV and Video",41-50,17,2289.86
"Contoso Multi-Use Terminal Cable E308 Black","Cameras and camcorders",41-50,20,345.35
"Adventure Works 37" 1080p LCD HDTV M150W Black","TV and Video",41-50,5,2970.7
"Adventure Works 32" LCD HDTV M130 Black","TV and Video",41-50,20,5319.56
"NT Wireless Bluetooth Stereo Headphones E102 Black",Audio,41-50,28,705.59
"MGS Hand Games for Office worker L299 Red","Games and Toys",41-50,25,291.04
"SV Hand Games for Office worker L28 Red","Games and Toys",41-50,46,504.88
"Proseware High Speed Laser Fax M2000 Grey",Computers,41-50,5,698.75
"MGS Kings & Myths: The Age Collection2009 E147","Games and Toys",41-50,11,209.35
"Proseware Screen 100in M1609 White",Computers,41-50,13,1334.19
"MGS Hand Games men M300 Silver","Games and Toys",41-50,44,163.52
"Contoso Home Theater System 5.1 Channel M1500 Black","TV and Video",41-50,1,231.72
"Contoso DVD Recorder L210 Silver","Music, Movies and Audio Books",41-50,58,8650.39
"Fabrikam Coffee Maker Auto 5C E090 Silver","Home Appliances",41-50,12,881.54
"Fabrikam Microwave 2.2CuFt M1250 Red","Home Appliances",41-50,7,744.99
"NT Wireless Bluetooth Stereo Headphones M402 Green",Audio,41-50,43,2196.01
"Fabrikam Microwave 2.2CuFt M1250 Silver","Home Appliances",41-50,13,1362.29
"Adventure Works 20" Analog CRT TV E45 Black","TV and Video",41-50,4,382.59
"Contoso SLR Camera 35" X358 Grey","Cameras and camcorders",41-50,1,379.81
"Contoso DVD 60 DVD Storage Binder L20 Black","Music, Movies and Audio Books",41-50,21,307.26
"Contoso General Carrying Case E304 Silver","Cameras and camcorders",41-50,11,107.8
"Fabrikam Budget Movie-Maker 1'' 25mm E400 Black","Cameras and camcorders",41-50,6,1241.1
"Proseware Laptop8.9 E089 White",Computers,41-50,3,479.4
"Contoso DVD 38 DVD Storage Binder E25 Black","Music, Movies and Audio Books",41-50,54,247.09
"Contoso In front of Centrex L15 White","Cell phones",41-50,9,271.14
"Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black","Cameras and camcorders",41-50,5,5582.26
"WWI Desktop PC1.60 E1600 White",Computers,41-50,60,6235.8
"A. Datum Ultra Compact Digital Camera M190 Grey","Cameras and camcorders",41-50,5,523.75
"Contoso DVD Recorder L240 Gold","Music, Movies and Audio Books",41-50,68,9801.89
"Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White","Cameras and camcorders",41-50,9,3077.19
"Contoso 4GB Flash MP3 Player E401 Silver",Audio,41-50,5,249.05
"Contoso DVD 15-Inch Player Portable L200 White","Music, Movies and Audio Books",41-50,58,10619.36
"Contoso Microwave 2.2CuFt M0126 Grey","Home Appliances",41-50,9,824.55
"Proseware Ink Jet All in one M300 Black",Computers,41-50,4,351.82
"MGS Hand Games for kids E300 Silver","Games and Toys",41-50,33,89.93
"A. Datum Ultra Compact Digital Camera M190 Pink","Cameras and camcorders",41-50,12,1044.74
"Proseware Laptop8.9 E089 Black",Computers,41-50,14,2457.72
"Adventure Works CRT19 E10 White",Computers,41-50,4,180.3
"Litware Microwave 0.8CuFt E080 White","Home Appliances",41-50,4,183.39
"Fabrikam Trendsetter 1/2" 3mm X300 Orange","Cameras and camcorders",41-50,9,5181.8
"WWI Stereo Bluetooth Headphones New Generation M370 Yellow",Audio,41-50,45,3054.08
"Proseware Projector 1080p DLP86 Black",Computers,41-50,14,26729.13
"The Phone Company Smart phones 160x160 M26 Pink","Cell phones",41-50,35,3807.17
"WWI 1GB Digital Voice Recorder Pen E100 Black",Audio,41-50,67,5068.36
"Contoso 512MB MP3 Player E51 Silver",Audio,41-50,3,15.67
"The Phone Company Pen Touch Screen Phones M320 Grey","Cell phones",41-50,15,2330
"The Phone Company Touch Screen Phones Capacitive M908 Grey","Cell phones",41-50,23,3385.94
"A. Datum SLR Camera M140 Pink","Cameras and camcorders",41-50,2,270.44
"Litware Chandelier M6015 Silver","Home Appliances",41-50,4,398.73
"NT Wireless Bluetooth Stereo Headphones M402 Red",Audio,41-50,29,1618.39
"MGS Halo: Combat Evolved E109","Games and Toys",41-50,9,76.6
"SV Hand Games for students E40 Black","Games and Toys",41-50,16,49.43
"Contoso DVD Player M130 Grey","Music, Movies and Audio Books",41-50,52,1744.97
"SV DVD 55DVD Storage Binder M56 Red","Music, Movies and Audio Books",41-50,92,629.98
"MGS Bicycle Card Games2009 E166","Games and Toys",41-50,13,197.58
"The Phone Company Smart phones without camera E100 Pink","Cell phones",41-50,7,416.6
"Adventure Works Desktop PC2.33 XD233 Silver",Computers,41-50,78,48598.06
"The Phone Company Touch Screen Phones Capacitive M908 Black","Cell phones",41-50,22,3669.42
"Contoso DVD 60 DVD Storage Binder L20 Red","Music, Movies and Audio Books",41-50,51,727.66
"Proseware Laser Fax Printer M250 Black",Computers,41-50,14,892.36
"Proseware Laser Fax Printer M250 White",Computers,41-50,1,63.74
"Contoso Screen 125in M250 White",Computers,41-50,21,6445.32
"SV DVD 15-Inch Player Portable L200 Black","Music, Movies and Audio Books",41-50,73,13786.92
"Contoso SLR Camera X143 Silver","Cameras and camcorders",41-50,1,431.97
"WWI Stereo Bluetooth Headphones New Generation M370 Blue",Audio,41-50,22,1546.59
"Proseware Laser Jet All in one X300 Grey",Computers,41-50,4,577.93
"Contoso DVD Player M110 Silver","Music, Movies and Audio Books",41-50,66,2089.31
"Contoso DVD 9-Inch Player Portable M300 Silver","Music, Movies and Audio Books",41-50,69,5850.11
"Adventure Works Desktop PC1.60 ED160 Black",Computers,41-50,69,8984.71
"Contoso 4GB Flash MP3 Player E401 Black",Audio,41-50,17,697.24
"Proseware Ink Jet Wireless All-In-One Printer M400 White",Computers,41-50,8,540.16
"Fabrikam Social Videographer 1'' 25mm E400 White","Cameras and camcorders",51-60,9,829.35
"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey","Cell phones",51-60,20,3022.6
"The Phone Company Smart phones Unlocked M300 Grey","Cell phones",51-60,20,3551.81
"Contoso Water Heater 2.6GPM E0900 Red","Home Appliances",51-60,22,5509.74
"NT Wireless Bluetooth Stereo Headphones E302 Black",Audio,51-60,51,1169.98
"Adventure Works 15.6" LCD TV M130W Brown","TV and Video",51-60,21,3167.4
"Contoso Water Heater 2.6GPM E0900 Silver","Home Appliances",51-60,44,11126.14
"SV Car Video AM/FM E1000 Silver","TV and Video",51-60,2,265.78
"SV DVD 9-Inch Player Portable M300 Black","Music, Movies and Audio Books",51-60,35,3293.48
"Proseware Screen 125in X1609 Black",Computers,51-60,9,2953.28
"Contoso DVD 15-Inch Player Portable L200 Black","Music, Movies and Audio Books",51-60,19,3995.86
"NT Bluetooth Active Headphones E202 Silver",Audio,51-60,26,569.57
